2015-06-23 18:55:03 | IP 148.244.166.6 | guest | auth ok 
2015-06-23 18:55:03 | IP 148.244.166.6 | guest | change dir - home 
2015-06-23 18:55:31 | IP 148.244.166.6 | guest | tree load 
2015-06-23 18:55:28 | IP 148.244.166.6 | unknown | auth bad - blank fields 
2015-06-23 18:59:09 | IP 148.244.166.6 | admin | auth ok 
2015-06-23 18:59:39 | IP 148.244.166.6 | admin | auth ok 
2015-06-23 19:02:10 | IP 148.244.166.6 | unknown | email link sent to: panchorsmirez42@gmail.com 
2015-06-23 19:02:50 | IP 148.244.166.6 | pancho00 | auth ok 
2015-06-23 19:02:50 | IP 148.244.166.6 | pancho00 | change dir - home 
2015-06-23 19:03:04 | IP 148.244.166.6 | admin | auth ok 
2015-06-23 19:03:26 | IP 148.244.166.6 | unknown | auth bad - blank fields 
2015-06-23 19:04:51 | IP 189.203.217.145 | admin | auth ok 
2015-06-23 19:05:38 | IP 189.203.217.145 | pancho00 | auth ok 
2015-06-23 19:05:41 | IP 189.203.217.145 | pancho00 | change dir - home 
2015-06-23 19:06:21 | IP 189.203.217.145 | pancho00 | sort order name 
2015-06-23 19:06:27 | IP 189.203.217.145 | pancho00 | tree load 
2015-07-07 13:52:50 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-07-07 13:52:57 | IP 148.244.166.6 | admin | auth ok 
2015-07-07 13:54:53 | IP 148.244.166.6 | graphic | auth ok 
2015-07-07 13:54:53 | IP 148.244.166.6 | graphic | change dir - home 
2015-07-07 13:54:56 | IP 148.244.166.6 | graphic | change dir - prueba 
2015-07-07 13:55:01 | IP 148.244.166.6 | graphic | upload file ejerciciop2p.js 
2015-07-07 13:55:19 | IP 148.244.166.6 | graphic | upload file transp_modulo1.pdf 
2015-07-07 13:55:30 | IP 148.244.166.6 | graphic | upload file transp_modulo1.pdf 
2015-07-07 13:55:46 | IP 148.244.166.6 | graphic | delete - transp_modulo1 (1).pdf 
2015-07-07 13:56:02 | IP 148.244.166.6 | graphic | zip - ejerciciop2p.js 
2015-07-07 13:56:02 | IP 148.244.166.6 | graphic | zip - transp_modulo1.pdf 
2015-07-07 13:56:07 | IP 148.244.166.6 | graphic | tree load 
2015-07-07 13:56:28 | IP 148.244.166.6 | graphic | change dir - home 
2015-07-07 13:56:30 | IP 148.244.166.6 | graphic | change dir - liverpool 
2015-07-07 13:56:31 | IP 148.244.166.6 | graphic | change dir - home 
2015-07-07 13:56:32 | IP 148.244.166.6 | graphic | change dir - prueba 
2015-07-07 13:56:52 | IP 148.244.166.6 | graphic | delete - archivo.zip 
2015-07-07 13:57:03 | IP 148.244.166.6 | graphic | create new - hello 
2015-07-07 13:57:16 | IP 148.244.166.6 | graphic | download - hello 
2015-07-07 13:57:25 | IP 148.244.166.6 | graphic | delete - hello 
2015-07-07 13:57:32 | IP 148.244.166.6 | graphic | create new - hello.js 
2015-07-07 13:57:41 | IP 148.244.166.6 | graphic | download - hello.js 
2015-07-07 13:58:31 | IP 148.244.166.6 | graphic | delete - hello.js 
2015-07-07 13:58:32 | IP 148.244.166.6 | graphic | change dir - home 
2015-07-07 13:58:34 | IP 148.244.166.6 | graphic | change dir - prueba 
2015-07-07 13:58:36 | IP 148.244.166.6 | graphic | change dir - home 
2015-07-07 13:58:37 | IP 148.244.166.6 | graphic | change dir - pancho00 
2015-07-07 13:58:38 | IP 148.244.166.6 | graphic | change dir - home 
2015-07-07 13:58:41 | IP 148.244.166.6 | graphic | delete - pancho00 
2015-07-07 13:58:51 | IP 148.244.166.6 | prueba | auth ok 
2015-07-07 13:58:51 | IP 148.244.166.6 | prueba | change dir - home 
2015-07-07 13:59:36 | IP 148.244.166.6 | prueba | email link sent to: graphic.designer@springair.com.mx 
2015-07-07 14:00:01 | IP 148.244.166.6 | prueba | email link sent to: fmiguel_rr@hotmail.com 
2015-07-07 14:00:08 | IP 148.244.166.6 | prueba | tree load 
2015-07-07 14:00:14 | IP 148.244.166.6 | prueba | change dir - home 
2015-07-07 14:00:15 | IP 148.244.166.6 | prueba | change dir - home 
2015-07-07 14:00:23 | IP 148.244.166.6 | prueba | sort order date 
2015-07-07 14:00:25 | IP 148.244.166.6 | prueba | sort order size 
2015-07-07 19:02:29 | IP 148.244.166.6 | prueba | auth ok 
2015-07-07 19:02:29 | IP 148.244.166.6 | prueba | change dir - home 
2015-08-10 12:13:25 | IP 148.244.166.6 | admin | auth ok 
2015-08-10 12:14:02 | IP 148.244.166.6 | prueba | auth ok 
2015-08-10 12:14:02 | IP 148.244.166.6 | prueba | change dir - home 
2015-08-10 12:15:03 | IP 148.244.166.6 | admin | auth ok 
2015-08-10 12:15:03 | IP 148.244.166.6 | admin | auth ok 
2015-09-03 19:09:20 | IP 148.244.166.6 | admin | auth ok 
2015-09-03 19:09:38 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-09-03 19:09:45 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-09-03 19:09:52 | IP 148.244.166.6 | video | auth ok 
2015-09-03 19:09:52 | IP 148.244.166.6 | video | change dir - home 
2015-09-03 19:12:08 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-09-03 19:12:14 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-09-03 19:12:20 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-09-03 19:12:28 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-09-03 19:12:34 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-09-03 19:12:40 | IP 148.244.166.6 | admin | auth ok 
2015-09-03 19:12:56 | IP 148.244.166.6 | video | auth ok 
2015-09-03 19:12:56 | IP 148.244.166.6 | video | change dir - home 
2015-09-03 19:13:47 | IP 148.244.166.6 | video | change dir - home 
2015-09-04 11:06:56 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-09-04 11:07:04 | IP 148.244.166.6 | video | auth ok 
2015-09-04 11:07:04 | IP 148.244.166.6 | video | change dir - home 
2015-09-04 11:09:05 | IP 148.244.166.6 | video | tree load 
2015-09-04 11:09:27 | IP 148.244.166.6 | unknown | auth bad - wrong username or password 
2015-09-04 11:09:33 | IP 148.244.166.6 | unknown | auth bad - blank fields 
2015-09-04 11:09:40 | IP 148.244.166.6 | admin | auth ok 
2015-09-04 11:10:15 | IP 148.244.166.6 | graphic | auth ok 
2015-09-04 11:10:15 | IP 148.244.166.6 | graphic | change dir - home 
2015-09-04 11:10:17 | IP 148.244.166.6 | graphic | change dir - videos 
2015-09-04 11:10:25 | IP 148.244.166.6 | graphic | change dir - home 
2015-09-04 11:10:34 | IP 148.244.166.6 | graphic | change dir - liverpool 
2015-09-04 11:10:36 | IP 148.244.166.6 | graphic | change dir - home 
2015-09-04 11:10:37 | IP 148.244.166.6 | graphic | change dir - prueba 
2015-09-04 11:10:49 | IP 148.244.166.6 | graphic | change dir - home 
2015-09-04 11:10:50 | IP 148.244.166.6 | graphic | change dir - videos 
2015-09-04 11:11:01 | IP 148.244.166.6 | graphic | sort order date 
2015-09-04 11:11:02 | IP 148.244.166.6 | graphic | change dir - home 
2015-09-04 11:11:24 | IP 148.244.166.6 | graphic | zip - liverpool 
2015-09-04 11:11:24 | IP 148.244.166.6 | graphic | zip - prueba 
2015-09-04 11:11:24 | IP 148.244.166.6 | graphic | zip - videos 
2015-09-04 14:41:49 | IP 148.244.166.6 | graphic | change dir - videos 
2015-09-04 16:38:55 | IP 148.244.166.6 | admin | auth ok 
2015-09-04 16:40:23 | IP 148.244.166.6 | unknown | email link sent to: graphic.designer@springair.com.mx 
2015-09-04 16:50:12 | IP 148.244.166.6 | csacal | auth ok 
2015-09-04 16:50:12 | IP 148.244.166.6 | csacal | change dir - home 
2015-09-04 17:04:25 | IP 148.244.166.6 | csacal | change dir - home 
2015-09-04 17:04:56 | IP 148.244.166.6 | graphic | auth ok 
2015-09-04 17:04:56 | IP 148.244.166.6 | graphic | change dir - home 
